Word,Char Count,Value
two,3,217
tx,2,390
ty,2,311
tyler,5,440
type,4,229
types,5,446
typical,7,323
typically,9,276
typing,6,102
u,1,190
uc,2,152
uganda,6,421
ugly,4,4
uh,2,315
ui,2,360
uk,2,419
ukraine,7,372
ul,2,226
ultimate,8,251
ultimately,10,68
ultra,5,418
ultram,6,48
um,2,457
un,2,312
una,3,15
unable,6,450
unauthorized,12,305
unavailable,11,17
uncertainty,11,329
uncle,5,474
und,3,303
undefined,9,391
under,5,414
undergraduate,13,205
underground,11,387
underlying,10,295
understand,10,361
understanding,13,263
understood,10,342
undertake,9,268
undertaken,10,450
underwear,9,418
undo,4,347
une,3,499
unemployment,12,71
unexpected,10,340
unfortunately,13,19
uni,3,468
unified,7,417
uniform,7,209
union,5,219
unions,6,467
uniprotkb,9,412
unique,6,38
unit,4,271
united,6,274
units,5,85
unity,5,199
univ,4,153
universal,9,482
universe,8,235
universities,12,141
university,10,232
unix,4,248
unknown,7,143
unless,6,169
unlike,6,46
unlikely,8,35
unlimited,9,68
unlock,6,332
unnecessary,11,392
unsigned,8,427
unsubscribe,11,269
until,5,379
untitled,8,402
unto,4,272
unusual,7,152
unwrap,6,17
up,2,205
upc,3,194
upcoming,8,234
update,6,182
updated,7,424
updates,7,393
updating,8,407
upgrade,7,479
upgrades,8,92
upgrading,9,241
upload,6,299
uploaded,8,272
upon,4,92
upper,5,263
ups,3,238
upset,5,226
upskirt,7,488
upskirts,8,384
ur,2,441
urban,5,310
urge,4,187
urgent,6,499
uri,3,472
url,3,45
urls,4,417
uruguay,7,292
urw,3,87
us,2,419
usa,3,87
usage,5,365
usb,3,274
usc,3,454
usd,3,28
usda,4,323
use,3,140
used,4,1
useful,6,435
user,4,43
username,8,168
users,5,473
uses,4,73
usgs,4,65
using,5,156
usps,4,384
usr,3,43
usual,5,81
usually,7,234
ut,2,188
utah,4,48
utc,3,210
utilities,9,63
utility,7,291
utilization,11,420
utilize,7,303
utils,5,30
uv,2,438
uw,2,69
uzbekistan,10,258
v,1,364
va,2,440
vacancies,9,304
vacation,8,409
vacations,9,353
vaccine,7,429
vacuum,6,316
vagina,6,285
val,3,147
valentine,9,389
valid,5,367
validation,10,23
validity,8,333
valium,6,29
valley,6,39
valuable,8,415
valuation,9,278
value,5,410
valued,6,123
values,6,145
valve,5,172
valves,6,283
vampire,7,239
van,3,496
vancouver,9,150
vanilla,7,68
var,3,85
variable,8,496
variables,9,39
variance,8,96
variation,9,208
variations,10,383
varied,6,418
varies,6,65
variety,7,432
various,7,184
vary,4,237
varying,7,148
vast,4,72
vat,3,431
vatican,7,477
vault,5,430
vb,2,498
vbulletin,9,4
vc,2,358
vcr,3,264
ve,2,343
vector,6,172
vegas,5,46
vegetable,9,84
vegetables,10,397
vegetarian,10,295
vegetation,10,3
vehicle,7,472
vehicles,8,63
velocity,8,363
velvet,6,402
vendor,6,327
vendors,7,319
venezuela,9,452
venice,6,38
venture,7,128
ventures,8,52
venue,5,493
venues,6,424
ver,3,476
verbal,6,331
verde,5,363
verification,12,372
verified,8,380
verify,6,171
verizon,7,348
vermont,7,293
vernon,6,467
verse,5,232
version,7,229
versions,8,273
versus,6,52
vertex,6,85
vertical,8,133
very,4,275
verzeichnis,11,245
vessel,6,99
vessels,7,409
veteran,7,17
veterans,8,199
veterinary,10,340
vg,2,4
vhs,3,134
vi,2,309
via,3,463
viagra,6,497
vibrator,8,352
vibrators,9,214
vic,3,105
vice,4,221
victim,6,381
victims,7,483
victor,6,57
victoria,8,471
victorian,9,87
victory,7,54
vid,3,384
video,5,243
videos,6,270
vids,4,106
vienna,6,465
vietnam,7,62
vietnamese,10,301
view,4,319
viewed,6,158
viewer,6,167
viewers,7,466
viewing,7,345
viewpicture,11,106
views,5,137
vii,3,295
viii,4,17
viking,6,198
villa,5,457
village,7,150
villages,8,225
villas,6,71
vincent,7,208
vintage,7,38
vinyl,5,378
violation,9,368
violations,10,268
violence,8,318
violent,7,368
violin,6,158
vip,3,21
viral,5,402
virgin,6,333
virginia,8,419
virtual,7,238
virtually,9,447
virtue,6,123
virus,5,247
viruses,7,351
visa,4,346
visibility,10,263
visible,7,492
vision,6,160
visit,5,171
visited,7,220
visiting,8,427
visitor,7,97
visitors,8,384
visits,6,95
vista,5,193
visual,6,462
vital,5,462
vitamin,7,308
vitamins,8,333
vocabulary,10,318
vocal,5,186
vocals,6,16
vocational,10,197
voice,5,384
voices,6,204
void,4,59
voip,4,462
vol,3,154
volkswagen,10,250
volleyball,10,288
volt,4,209
voltage,7,237
volume,6,472
volumes,7,491
voluntary,9,376
volunteer,9,437
volunteers,10,181
volvo,5,274
von,3,26
vote,4,340
voted,5,132
voters,6,267
votes,5,430
voting,6,458
voyeur,6,256
voyeurweb,9,254
voyuer,6,360
vp,2,192
vpn,3,348
vs,2,31
vsnet,5,296
vt,2,294
vulnerability,13,101
vulnerable,10,485
w,1,100
wa,2,120
wage,4,360
wages,5,436
wagner,6,390
wagon,5,344
wait,4,83
waiting,7,378
waiver,6,191
wake,4,110
wal,3,292
wales,5,162
walk,4,162
walked,6,124
walker,6,159
walking,7,404
walks,5,471
wall,4,11
wallace,7,351
wallet,6,127
wallpaper,9,24
wallpapers,10,441
walls,5,106
walnut,6,308
walt,4,436
walter,6,402
wan,3,223
wang,4,464
wanna,5,489
want,4,336
wanted,6,384
wanting,7,156
wants,5,338
war,3,178
warcraft,8,420
ward,4,159
ware,4,215
warehouse,9,229
warm,4,23
warming,7,166
warned,6,413
warner,6,193
warning,7,321
warnings,8,342
warrant,7,378
warranties,10,321
warranty,8,95
warren,6,469
warrior,7,381
warriors,8,196
wars,4,192
was,3,237
wash,4,187
washer,6,327
washing,7,379
washington,10,369
waste,5,217
watch,5,467
watched,7,43
watches,7,24
watching,8,393
water,5,347
waterproof,10,433
waters,6,435
watershed,9,434
watson,6,171
watt,4,260
watts,5,123
wav,3,30
wave,4,437
waves,5,305
wax,3,281
way,3,367
wayne,5,90
ways,4,210
wb,2,213
wc,2,425
we,2,206
weak,4,252
wealth,6,267
weapon,6,40
weapons,7,276
wear,4,65
wearing,7,66
weather,7,454
web,3,179
webcam,6,473
webcams,7,298
webcast,7,365
weblog,6,437
weblogs,7,81
webmaster,9,466
webmasters,10,368
webpage,7,124
webshots,8,78
website,7,496
websites,8,92
webster,7,374
wed,3,54
wedding,7,244
weddings,8,468
wednesday,9,460
weed,4,489
week,4,432
weekend,7,261
weekends,8,158
weekly,6,57
weeks,5,449
weight,6,296
weighted,8,364
weights,7,73
weird,5,385
welcome,7,138
welding,7,458
welfare,7,208
well,4,460
wellington,10,478
wellness,8,484
wells,5,35
welsh,5,283
wendy,5,30
went,4,203
were,4,415
wesley,6,176
west,4,254
western,7,471
westminster,11,366
wet,3,194
whale,5,334
what,4,128
whatever,8,492
whats,5,26
wheat,5,424
wheel,5,178
wheels,6,38
when,4,182
whenever,8,215
where,5,263
whereas,7,456
wherever,8,409
whether,7,378
which,5,461
while,5,24
whilst,6,390
white,5,273
who,3,286
whole,5,60
wholesale,9,154
whom,4,319
whore,5,494
whose,5,415
why,3,208
wi,2,154
wichita,7,290
wicked,6,180
wide,4,431
widely,6,345
wider,5,270
widescreen,10,461
widespread,10,385
width,5,491
wife,4,460
wifi,4,265
wiki,4,197
wikipedia,9,35
wild,4,377
wilderness,10,317
wildlife,8,380
wiley,5,354
will,4,484
william,7,86
williams,8,152
willing,7,371
willow,6,338
wilson,6,207
win,3,81
wind,4,135
window,6,286
windows,7,186
winds,5,175
windsor,7,251
wine,4,218
wines,5,138
wing,4,419
wings,5,362
winner,6,240
winners,7,390
winning,7,449
wins,4,202
winston,7,49
winter,6,97
wire,4,444
wired,5,190
wireless,8,285
wires,5,94
wiring,6,291
wisconsin,9,413
wisdom,6,438
wise,4,363
wish,4,462
wishes,6,476
wishlist,8,243
wit,3,345
witch,5,480
with,4,244
withdrawal,10,499
within,6,146
without,7,263
witness,7,424
witnesses,9,184
wives,5,53
wizard,6,387
wm,2,352
wma,3,471
wn,2,69
wolf,4,348
woman,5,93
women,5,142
womens,6,414
won,3,197
wonder,6,196
wonderful,9,257
wondering,9,309
wood,4,192
wooden,6,241
woods,5,35
wool,4,216
worcester,9,32
word,4,283
wordpress,9,470
words,5,242
work,4,355
worked,6,59
worker,6,262
workers,7,418
workflow,8,451
workforce,9,109
working,7,105
workout,7,397
workplace,9,418
works,5,209
workshop,8,316
workshops,9,186
workstation,11,294
world,5,323
worldcat,8,392
worlds,6,5
worldsex,8,316
worldwide,9,55
worm,4,494
worn,4,493
worried,7,286
worry,5,253
worse,5,78
worship,7,329
worst,5,147
worth,5,454
worthy,6,463
would,5,416
wound,5,372
wow,3,35
wp,2,93
wr,2,241
wrap,4,289
wrapped,7,189
wrapping,8,211
wrestling,9,232
wright,6,340
wrist,5,168
write,5,290
writer,6,205
writers,7,53
writes,6,176
writing,7,498
writings,8,396
written,7,286
wrong,5,294
wrote,5,454
ws,2,372
wt,2,244
wto,3,137
wu,2,491
wv,2,475
ww,2,161
www,3,437
wx,2,338
wy,2,194
wyoming,7,128
x,1,431
xanax,5,427
xbox,4,446
xerox,5,291
xhtml,5,429
xi,2,182
xl,2,323
xml,3,170
xnxx,4,351
xp,2,219
xx,2,255
xxx,3,82
y,1,390
ya,2,122
yacht,5,329
yahoo,5,236
yale,4,169
yamaha,6,459
yang,4,21
yard,4,55
yards,5,420
yarn,4,335
ye,2,8
yea,3,301
yeah,4,5
year,4,78
yearly,6,31
years,5,24
yeast,5,66
yellow,6,175
yemen,5,403
yen,3,297
yes,3,463
yesterday,9,161
yet,3,286
yield,5,29
yields,6,122
yn,2,438
yo,2,444
yoga,4,318
york,4,376
yorkshire,9,209
you,3,36
young,5,444
younger,7,43
your,4,254
yours,5,160
yourself,8,33
youth,5,435
yr,2,348
yrs,3,283
yu,2,372
yugoslavia,10,255
yukon,5,231
z,1,438
za,2,449
zambia,6,370
zdnet,5,59
zealand,7,78
zen,3,12
zero,4,463
zimbabwe,8,358
zinc,4,437
zip,3,4
zoloft,6,406
zone,4,208
zones,5,47
zoning,6,264
zoo,3,404
zoom,4,275
zoophilia,9,152
zope,4,396
zshops,6,440
zu,2,209
zum,3,346
zus,3,84
